0.50 20 0.903908 0.901665 0.0121287
0.65 20 0.569364 0.561558 0.011065
0.80 20 0.285466 0.287663 0.00588532
0.95 20 0.158492 0.169705 0.00445722
1.10 20 0.097566 0.110316 0.00332502
1.25 20 0.075682 0.0809191 0.00198655
1.40 20 0.056656 0.061034 0.00155396
1.55 20 0.04135 0.047408 0.00128584
1.70 20 0.034282 0.0395193 0.00110344
1.85 20 0.029046 0.0329883 0.00106771
2.00 20 0.023588 0.0275362 0.0011225
