# VELOCITY:     AVE_POFV:        ERROR:
     3.29983    0.146547   0.0224359
     3.48839    0.125996   0.0103379
     3.67696   0.0824651  0.00818173
     3.86552   0.0470116  0.00979794
     4.05408   0.0421625   0.0100279
     4.24264   0.0179416  0.00521739
      4.4312   0.0088327   0.0043554
     4.61976  0.00423527  0.00351366
     4.80833  0.00220971  0.00191366
     4.99689 0.000699741 0.000605994
     5.18545 0.000484908 0.000419943
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00435558  0.00211372
    0.282843   0.0284365  0.00488181
    0.471405   0.0785772   0.0114763
    0.659966    0.143474   0.0109029
    0.848528    0.230826   0.0375465
     1.03709     0.26488    0.024883
     1.22565    0.394369   0.0436041
     1.41421    0.484191   0.0390953
     1.60278    0.515171   0.0487428
     1.79134    0.461225   0.0312661
      1.9799    0.433103   0.0240298
     2.16846    0.366134   0.0121531
     2.35702    0.339843   0.0150008
     2.54558    0.380261   0.0717277
     2.73415    0.296194   0.0281216
     2.92271    0.246191   0.0264945
     3.11127    0.191135   0.0232843
     3.29983    0.146032   0.0179546
     3.48839     0.11492   0.0129056
     3.67696   0.0798245  0.00695847
     3.86552   0.0404328  0.00980123
     4.05408   0.0361999  0.00963323
     4.24264   0.0143533  0.00526521
      4.4312  0.00706616  0.00382584
     4.61976  0.00338822  0.00291124
     4.80833  0.00176777  0.00158114
     4.99689 0.000559793 0.000500694
     5.18545 0.000387927 0.000346972
     5.37401           0           0
     5.56257           0           0
   0.0942809   0.0037074  0.00185816
    0.282843   0.0305717  0.00451103
    0.471405   0.0762309  0.00980051
    0.659966    0.137239   0.0107211
    0.848528    0.226642    0.031521
     1.03709    0.276516   0.0232982
     1.22565    0.417091     0.04184
     1.41421    0.501215   0.0360961
     1.60278    0.523046   0.0412502
     1.79134    0.478296   0.0303595
      1.9799    0.438889   0.0207098
     2.16846    0.362024   0.0108002
     2.35702    0.331444   0.0146648
     2.54558    0.359114   0.0628131
     2.73415    0.301801   0.0239871
     2.92271    0.235629   0.0240923
     3.11127    0.187776   0.0196443
     3.29983     0.13809   0.0166261
     3.48839     0.10934   0.0118999
     3.67696   0.0754206  0.00705598
     3.86552   0.0398852  0.00818297
     4.05408   0.0303958   0.0096186
     4.24264   0.0119611  0.00490108
      4.4312  0.00588846  0.00336458
     4.61976  0.00282352   0.0024802
     4.80833  0.00147314  0.00134479
     4.99689 0.000466494 0.000425849
     5.18545 0.000323272 0.000295106
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00318479  0.00166458
    0.282843   0.0303397  0.00387257
    0.471405   0.0815593  0.00974185
    0.659966    0.145778   0.0121217
    0.848528    0.236053    0.028388
     1.03709    0.298668   0.0286253
     1.22565    0.430925   0.0380813
     1.41421    0.513982   0.0331203
     1.60278    0.533827   0.0367391
     1.79134    0.472018   0.0266635
      1.9799    0.418701   0.0257766
     2.16846    0.353238   0.0123235
     2.35702    0.320425   0.0161885
     2.54558    0.337598   0.0574068
     2.73415    0.312169   0.0226905
     2.92271    0.229778   0.0213491
     3.11127    0.189302   0.0168971
     3.29983    0.129314   0.0164048
     3.48839    0.102057    0.012227
     3.67696   0.0717033  0.00695864
     3.86552   0.0415776  0.00718685
     4.05408    0.029568  0.00828006
     4.24264   0.0116203  0.00421276
      4.4312  0.00555584  0.00290032
     4.61976  0.00242016  0.00215843
     4.80833  0.00126269  0.00116902
     4.99689 0.000399852 0.000370191
     5.18545  0.00027709 0.000256536
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00287569  0.00148493
    0.282843   0.0335201  0.00450916
    0.471405   0.0880109   0.0104442
    0.659966     0.15003   0.0113279
    0.848528    0.235128   0.0248546
     1.03709    0.313628   0.0286911
     1.22565    0.431461   0.0333249
     1.41421    0.521952   0.0299238
     1.60278    0.519984   0.0346566
     1.79134    0.478067   0.0240069
      1.9799    0.416564    0.022643
     2.16846    0.357015   0.0113472
     2.35702    0.331717   0.0176696
     2.54558    0.341176   0.0503424
     2.73415    0.297074   0.0243631
     2.92271    0.221597   0.0201873
     3.11127    0.180702   0.0168318
     3.29983    0.122267   0.0157951
     3.48839    0.100839   0.0107591
     3.67696   0.0732181  0.00625151
     3.86552   0.0407384  0.00633729
     4.05408   0.0267344  0.00771469
     4.24264   0.0103089  0.00388491
      4.4312   0.0048767  0.00261609
     4.61976  0.00211764  0.00190971
     4.80833  0.00110485   0.0010335
     4.99689 0.000349871 0.000327274
     5.18545 0.000242454 0.000226795
     5.37401           0           0
     5.56257           0           0
   0.0942809   0.0026271  0.00134058
    0.282843   0.0353608  0.00436772
    0.471405   0.0902434  0.00951932
    0.659966    0.159347   0.0133624
    0.848528    0.245821   0.0242841
     1.03709    0.318285   0.0258784
     1.22565    0.426305   0.0300184
     1.41421    0.520967   0.0266151
     1.60278    0.513299   0.0314441
     1.79134    0.486152     0.02266
      1.9799    0.423094   0.0210476
     2.16846    0.347991   0.0131957
     2.35702    0.339171   0.0172069
     2.54558    0.346013   0.0449806
     2.73415    0.291354   0.0223174
     2.92271    0.214822   0.0190472
     3.11127    0.178441   0.0151127
     3.29983    0.116135   0.0151839
     3.48839   0.0951184   0.0109798
     3.67696   0.0688392  0.00692263
     3.86552   0.0407541  0.00563317
     4.05408   0.0249315  0.00706502
     4.24264  0.00922894  0.00360023
      4.4312  0.00519145  0.00234427
     4.61976  0.00229973  0.00170618
     4.80833 0.000982093 0.000925926
     4.99689 0.000310996  0.00029321
     5.18545 0.000215515 0.000203189
     5.37401           0           0
     5.56257           0           0
   0.0942809   0.0023914  0.00122707
    0.282843   0.0330032  0.00452269
    0.471405   0.0976839   0.0111006
    0.659966    0.160756   0.0121003
    0.848528    0.240895   0.0223497
     1.03709    0.327589    0.024907
     1.22565    0.428833   0.0271229
     1.41421    0.532663   0.0263984
     1.60278    0.508105   0.0287254
     1.79134    0.495868   0.0223803
      1.9799    0.425371   0.0190657
     2.16846    0.350551   0.0121218
     2.35702    0.335016   0.0159799
     2.54558    0.332019   0.0426039
     2.73415    0.288271   0.0202975
     2.92271    0.214246   0.0171512
     3.11127    0.179023   0.0136127
     3.29983    0.118003     0.01378
     3.48839   0.0896233   0.0111726
     3.67696   0.0650219  0.00720641
     3.86552   0.0395219  0.00520288
     4.05408   0.0224384  0.00678417
     4.24264  0.00830605  0.00335641
      4.4312  0.00467231  0.00216656
     4.61976  0.00206976  0.00155098
     4.80833 0.000883883 0.000838525
     4.99689 0.000279896 0.000265533
     5.18545 0.000193963  0.00018401
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00272977  0.00116124
    0.282843   0.0341657   0.0042583
    0.471405     0.10231   0.0110132
    0.659966    0.163186   0.0112415
    0.848528    0.241209   0.0203201
     1.03709    0.329345   0.0227045
     1.22565    0.417077   0.0270854
     1.41421    0.532377   0.0240001
     1.60278    0.507811   0.0261155
     1.79134    0.505863   0.0224667
      1.9799    0.429683   0.0178134
     2.16846    0.358319   0.0132776
     2.35702    0.347815   0.0189723
     2.54558    0.335175   0.0388476
     2.73415    0.278452   0.0206914
     2.92271    0.205175   0.0178302
     3.11127    0.176757   0.0125624
     3.29983    0.113963   0.0131062
     3.48839   0.0857657   0.0108024
     3.67696   0.0620459  0.00713937
     3.86552   0.0371298  0.00525107
     4.05408   0.0220346  0.00617943
     4.24264  0.00755095  0.00313507
      4.4312  0.00424755  0.00201081
     4.61976   0.0018816  0.00142135
     4.80833  0.00080353 0.000766136
     4.99689 0.000254451  0.00024261
     5.18545  0.00017633 0.000168124
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00310178  0.00112247
    0.282843   0.0344899  0.00391577
    0.471405    0.106713   0.0109402
    0.659966     0.16377   0.0103199
    0.848528    0.244553      0.0189
     1.03709    0.332029   0.0209706
     1.22565    0.412598    0.025196
     1.41421    0.529636   0.0221559
     1.60278    0.508474   0.0239476
     1.79134    0.504951   0.0206129
      1.9799    0.431603   0.0164321
     2.16846     0.36897   0.0158788
     2.35702    0.356993   0.0194852
     2.54558    0.333609   0.0356419
     2.73415    0.267657   0.0216004
     2.92271    0.204852   0.0163473
     3.11127    0.178553   0.0116432
     3.29983    0.108178   0.0132295
     3.48839   0.0814216   0.0107402
     3.67696   0.0593962  0.00701895
     3.86552   0.0354638  0.00507089
     4.05408   0.0221298  0.00566521
     4.24264  0.00740866  0.00287704
      4.4312  0.00389359  0.00187413
     4.61976   0.0017248  0.00131153
     4.80833  0.00073657 0.000705212
     4.99689 0.000233247 0.000223317
     5.18545 0.000161636 0.000154755
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00293684  0.00104818
    0.282843   0.0333326   0.0037817
    0.471405    0.107095   0.0101054
    0.659966    0.164623  0.00956125
    0.848528    0.248917   0.0179428
     1.03709    0.335118   0.0195837
     1.22565    0.420938   0.0245996
     1.41421      0.5231    0.021394
     1.60278    0.503404    0.022636
     1.79134    0.509648    0.019555
      1.9799    0.443855   0.0191997
     2.16846    0.375664   0.0160061
     2.35702    0.352596   0.0184757
     2.54558    0.324387   0.0340722
     2.73415    0.264292   0.0201991
     2.92271    0.197631   0.0166083
     3.11127    0.178932   0.0107538
     3.29983    0.107229   0.0122457
     3.48839    0.080745   0.0099353
     3.67696   0.0588387  0.00650113
     3.86552    0.034411  0.00478885
     4.05408   0.0211471  0.00531398
     4.24264  0.00735625  0.00265621
      4.4312  0.00407568  0.00173879
     4.61976  0.00198307  0.00123581
     4.80833  0.00067991 0.000653237
     4.99689 0.000215305 0.000206858
     5.18545 0.000149203 0.000143349
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00290945 0.000973666
    0.282843   0.0315708  0.00390045
    0.471405    0.107944  0.00941914
    0.659966    0.162087  0.00920846
    0.848528     0.24901   0.0166614
     1.03709    0.341788    0.019287
     1.22565    0.425697   0.0232982
     1.41421    0.514706   0.0214496
     1.60278    0.501918   0.0210678
     1.79134     0.51263   0.0183842
      1.9799    0.445595    0.017907
     2.16846    0.386673   0.0182604
     2.35702    0.360698   0.0188491
     2.54558    0.316553   0.0325267
     2.73415    0.257463   0.0198775
     2.92271    0.191231   0.0166094
     3.11127    0.183248   0.0108173
     3.29983    0.106783   0.0113792
     3.48839   0.0803141  0.00923498
     3.67696   0.0565054  0.00644188
     3.86552   0.0329194  0.00467333
     4.05408   0.0210431  0.00493543
     4.24264  0.00738849  0.00246668
      4.4312  0.00381613  0.00163385
     4.61976  0.00184142  0.00115563
     4.80833 0.000631345  0.00060838
     4.99689 0.000199926 0.000192654
     5.18545 0.000138545 0.000133506
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00278587 0.000916564
    0.282843   0.0308852  0.00370018
    0.471405     0.10942  0.00890603
    0.659966    0.161027  0.00865537
    0.848528    0.249113    0.015551
     1.03709    0.347499   0.0188278
     1.22565    0.426493   0.0217586
     1.41421    0.509361   0.0206749
     1.60278    0.504066   0.0197725
     1.79134     0.51564   0.0174033
      1.9799    0.451427   0.0176374
     2.16846    0.385252   0.0170982
     2.35702    0.362343   0.0176641
     2.54558    0.321578   0.0307439
     2.73415    0.254557   0.0187635
     2.92271    0.182727   0.0175448
     3.11127    0.178106   0.0112522
     3.29983     0.10961    0.010966
     3.48839   0.0791256  0.00869546
     3.67696   0.0570678  0.00603692
     3.86552   0.0317642   0.0045023
     4.05408   0.0203735   0.0046516
     4.24264  0.00689593   0.0023509
      4.4312  0.00356172  0.00154461
     4.61976  0.00171866  0.00108509
     4.80833 0.000589256 0.000569275
     4.99689 0.000186598  0.00018027
     5.18545 0.000129309 0.000124924
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00353246  0.00112291
    0.282843   0.0309774  0.00347007
    0.471405    0.104711  0.00951314
    0.659966    0.157917  0.00865505
    0.848528    0.251408   0.0147475
     1.03709    0.348763   0.0176935
     1.22565    0.426501   0.0203987
     1.41421    0.513694   0.0198317
     1.60278    0.505517   0.0185899
     1.79134    0.524502   0.0184345
      1.9799    0.456728   0.0173135
     2.16846      0.3888   0.0163935
     2.35702    0.359075   0.0168598
     2.54558    0.316516   0.0292362
     2.73415    0.251555   0.0178293
     2.92271    0.179553   0.0167329
     3.11127    0.175762   0.0107902
     3.29983    0.106569   0.0106938
     3.48839   0.0789127   0.0081546
     3.67696   0.0576642    0.005689
     3.86552     0.03203  0.00422875
     4.05408   0.0199595  0.00437926
     4.24264  0.00669204  0.00221279
      4.4312  0.00350024  0.00144929
     4.61976  0.00161125  0.00102257
     4.80833 0.000552427 0.000534885
     4.99689 0.000174935  0.00016938
     5.18545 0.000121227 0.000117378
     5.37401           0           0
     5.56257           0           0
   0.0942809    0.003394  0.00106536
    0.282843   0.0306716  0.00327939
    0.471405    0.103612  0.00901678
    0.659966    0.160935  0.00865588
    0.848528    0.255994   0.0145756
     1.03709    0.344514   0.0171552
     1.22565    0.423366   0.0194383
     1.41421    0.520602   0.0198316
     1.60278    0.507093   0.0175631
     1.79134    0.535021   0.0201288
      1.9799    0.449429   0.0177673
     2.16846     0.39301   0.0159608
     2.35702     0.35232   0.0171679
     2.54558     0.31756    0.027535
     2.73415    0.249781   0.0168686
     2.92271    0.178192   0.0158038
     3.11127    0.174567   0.0102214
     3.29983    0.104116   0.0103423
     3.48839   0.0781486  0.00771063
     3.67696   0.0585934  0.00542971
     3.86552   0.0310861  0.00408398
     4.05408   0.0193386  0.00416544
     4.24264   0.0063475  0.00210928
      4.4312  0.00329434  0.00137859
     4.61976  0.00151647 0.000966802
     4.80833 0.000519931 0.000504408
     4.99689 0.000164645 0.000159729
     5.18545 0.000114096 0.000110689
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00375241  0.00106476
    0.282843   0.0325496  0.00359491
    0.471405    0.104752  0.00858764
    0.659966    0.163067  0.00843354
    0.848528    0.260068   0.0143238
     1.03709    0.345316   0.0162209
     1.22565    0.418744   0.0188999
     1.41421    0.512704   0.0202413
     1.60278    0.507711   0.0165982
     1.79134    0.526628   0.0206864
      1.9799    0.453011   0.0171375
     2.16846     0.39847   0.0159807
     2.35702    0.357685   0.0170318
     2.54558    0.319368   0.0260646
     2.73415    0.250269   0.0159385
     2.92271    0.177436   0.0149439
     3.11127    0.169512   0.0108317
     3.29983    0.104853  0.00979392
     3.48839   0.0803229  0.00758264
     3.67696   0.0578835  0.00517426
     3.86552   0.0296415  0.00410466
     4.05408   0.0182642  0.00407022
     4.24264  0.00599486  0.00202136
      4.4312  0.00311132  0.00131409
     4.61976  0.00143222 0.000916754
     4.80833 0.000491046 0.000477211
     4.99689 0.000155498 0.000151117
     5.18545 0.000107757 0.000104721
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00358852  0.00102125
    0.282843   0.0332968   0.0034825
    0.471405    0.107062  0.00844059
    0.659966    0.161137  0.00820756
    0.848528    0.256679    0.013965
     1.03709    0.342369   0.0156326
     1.22565    0.415446   0.0181906
     1.41421    0.504162   0.0209007
     1.60278    0.506706    0.015755
     1.79134    0.523233   0.0198743
      1.9799    0.464446   0.0196843
     2.16846    0.411943   0.0200289
     2.35702     0.36348   0.0170929
     2.54558    0.323368   0.0249978
     2.73415     0.25418   0.0155721
     2.92271    0.174142   0.0145158
     3.11127     0.16479   0.0112438
     3.29983    0.101059  0.00998659
     3.48839   0.0794694  0.00723143
     3.67696   0.0562817  0.00514389
     3.86552   0.0284613  0.00405474
     4.05408   0.0173029  0.00396789
     4.24264  0.00567934  0.00193944
      4.4312  0.00294757  0.00125509
     4.61976  0.00135684 0.000871597
     4.80833 0.000465202 0.000452794
     4.99689 0.000147314 0.000143385
     5.18545 0.000102086 9.93632e-05
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00340909 0.000985827
    0.282843   0.0327123  0.00335707
    0.471405    0.106407  0.00804393
    0.659966    0.161112  0.00779722
    0.848528    0.254075   0.0135074
     1.03709    0.341431   0.0148791
     1.22565    0.419248    0.017674
     1.41421    0.504334   0.0198563
     1.60278    0.506453   0.0149693
     1.79134    0.519894    0.019159
      1.9799    0.468539    0.019121
     2.16846    0.417691   0.0198353
     2.35702    0.368425   0.0169383
     2.54558     0.32664   0.0239611
     2.73415    0.251665   0.0149952
     2.92271    0.171052    0.014115
     3.11127    0.162215   0.0109726
     3.29983   0.0997634  0.00957088
     3.48839   0.0773238   0.0071811
     3.67696   0.0547615  0.00510639
     3.86552   0.0271549  0.00405702
     4.05408   0.0168785  0.00379213
     4.24264  0.00711158  0.00231159
      4.4312  0.00303589  0.00119544
     4.61976    0.001289 0.000830653
     4.80833 0.000441942 0.000430752
     4.99689 0.000139948 0.000136405
     5.18545 9.69817e-05  9.4526e-05
     5.37401           0           0
     5.56257           0           0
