# x	|psi(x)|^2
0.956727	0.993479
0.601859	0.539068
-0.952779	0.992091
-0.952779	0.992091
-0.952779	0.992091
-0.64775	0.615624
-0.64775	0.615624
-0.64775	0.615624
-1.29488	0.706272
-1.29488	0.706272
-0.619546	0.568387
-0.619546	0.568387
-0.619546	0.568387
-0.913376	0.971733
-0.913376	0.971733
-0.913376	0.971733
0.686112	0.679869
0.686112	0.679869
-1.0488	0.990968
-1.0488	0.990968
1.08225	0.97364
1.29863	0.700014
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
-0.762097	0.800998
0.0019679	0.073266
2.17213	0.00410504
2.17213	0.00410504
1.2866	0.720016
1.2866	0.720016
1.26645	0.752841
1.26645	0.752841
1.26645	0.752841
-0.932449	0.983044
-0.932449	0.983044
-0.932449	0.983044
-0.932449	0.983044
-0.932449	0.983044
-0.932449	0.983044
1.07413	0.97862
1.07413	0.97862
-1.4436	0.455163
-1.4436	0.455163
-1.4436	0.455163
-0.648055	0.616137
1.05392	0.988869
1.05392	0.988869
-0.438791	0.300917
-0.438791	0.300917
-0.438791	0.300917
0.796389	0.850091
-0.107039	0.0836127
1.62247	0.21228
1.62247	0.21228
1.20756	0.841817
1.20756	0.841817
1.20756	0.841817
1.09193	0.967071
1.09193	0.967071
0.566006	0.480986
0.566006	0.480986
0.566006	0.480986
0.566006	0.480986
0.566006	0.480986
-0.970461	0.997363
-0.970461	0.997363
-0.970461	0.997363
-0.970461	0.997363
-0.970461	0.997363
-0.970461	0.997363
-0.970461	0.997363
-0.970461	0.997363
-0.970461	0.997363
1.17325	0.88701
1.19666	0.856793
1.19666	0.856793
1.19666	0.856793
1.19666	0.856793
1.44574	0.451704
1.44574	0.451704
1.44574	0.451704
1.44574	0.451704
0.702279	0.706592
0.702279	0.706592
0.702279	0.706592
-1.66081	0.174352
-1.60279	0.233768
0.667679	0.649084
-1.70137	0.13978
0.105791	0.0833667
-0.0958415	0.081517
-0.0958415	0.081517
0.483845	0.35901
0.483845	0.35901
-1.17095	0.889832
-1.17095	0.889832
-1.17095	0.889832
-0.339656	0.198635
-0.339656	0.198635
-0.339656	0.198635
0.543814	0.446289
1.01337	0.999887
1.01337	0.999887
-0.770745	0.813804
-0.770745	0.813804
1.04381	0.992823
1.04381	0.992823
1.04381	0.992823
0.884004	0.949211
-0.979576	0.999122
-0.979576	0.999122
1.22075	0.822989
1.22075	0.822989
0.398635	0.255178
-0.803971	0.860284
-0.803971	0.860284
-0.803971	0.860284
-0.803971	0.860284
-0.803971	0.860284
-0.803971	0.860284
-0.803971	0.860284
-0.634879	0.594021
-0.634879	0.594021
-0.634879	0.594021
-0.634879	0.594021
-0.634879	0.594021
-1.39265	0.539748
0.956349	0.993352
0.956349	0.993352
1.13459	0.930315
1.13459	0.930315
0.78587	0.83553
0.78587	0.83553
0.78587	0.83553
0.78587	0.83553
0.78587	0.83553
0.78587	0.83553
0.41339	0.271305
-0.27978	0.153785
-0.27978	0.153785
0.0134261	0.0734211
1.35617	0.602071
1.35617	0.602071
1.35617	0.602071
1.21281	0.834408
1.14475	0.919803
1.14475	0.919803
1.14475	0.919803
1.14475	0.919803
1.41625	0.500049
1.00728	1.00042
-0.661679	0.63902
-0.661679	0.63902
-1.01525	0.999663
-1.01525	0.999663
-1.01525	0.999663
-1.01525	0.999663
-1.01525	0.999663
-1.01525	0.999663
1.41825	0.496732
1.41825	0.496732
1.41825	0.496732
0.265939	0.145108
-0.851915	0.918031
-0.709341	0.718148
-0.709341	0.718148
-0.709341	0.718148
0.649961	0.619339
-1.32829	0.64982
-1.32829	0.64982
-1.32829	0.64982
-0.871465	0.937808
-0.0664398	0.077185
1.74082	0.111333
1.74082	0.111333
1.74082	0.111333
1.74082	0.111333
1.00747	1.00041
1.13595	0.928944
1.13595	0.928944
1.38948	0.545112
0.789979	0.841274
1.17186	0.888717
1.17186	0.888717
1.17186	0.888717
1.17186	0.888717
1.23558	0.801005
1.54706	0.302078
-0.659028	0.634569
1.02712	0.997602
-1.33948	0.630694
-1.33948	0.630694
-1.33948	0.630694
-1.33948	0.630694
-1.33948	0.630694
-1.33948	0.630694
-1.52609	0.330526
-0.440266	0.302706
-0.149836	0.0940488
-0.149836	0.0940488
-0.149836	0.0940488
-0.466208	0.335443
-0.466208	0.335443
-0.784754	0.833958
-0.784754	0.833958
-0.784754	0.833958
-0.784754	0.833958
1.35407	0.605672
1.62731	0.207203
1.62731	0.207203
1.62731	0.207203
1.62731	0.207203
0.69126	0.688414
0.69126	0.688414
0.26818	0.146472
0.899278	0.961676
-1.38576	0.551447
-1.38576	0.551447
-0.584388	0.510496
0.555647	0.464652
0.555647	0.464652
0.555647	0.464652
0.555647	0.464652
0.555647	0.464652
1.10682	0.955653
1.10682	0.955653
1.10682	0.955653
-0.984295	0.999774
-0.984295	0.999774
-0.984295	0.999774
-0.984295	0.999774
1.25687	0.76809
1.25687	0.76809
1.25687	0.76809
1.25687	0.76809
1.25687	0.76809
1.25687	0.76809
-0.95017	0.991107
-0.95017	0.991107
-0.95017	0.991107
-0.95017	0.991107
-0.95017	0.991107
-0.95017	0.991107
-1.54931	0.299107
-1.54931	0.299107
-1.54931	0.299107
-1.54931	0.299107
0.483558	0.358618
0.483558	0.358618
-1.28849	0.716885
-1.28849	0.716885
-1.28849	0.716885
-1.28849	0.716885
-0.790468	0.841953
-0.790468	0.841953
1.00301	1.00062
-0.747288	0.778494
-0.747288	0.778494
-0.747288	0.778494
