# x	|psi(x)|^2
0	4
0	4
-0.559418	2.92515
-0.559418	2.92515
-0.559418	2.92515
-0.453622	3.25607
-0.453622	3.25607
0.531502	3.0156
0.610912	2.75407
-0.539178	2.99092
0.418815	3.35647
0.016319	3.99893
0.548498	2.96076
0.290531	3.67622
0.290531	3.67622
0.290531	3.67622
0.290531	3.67622
0.652462	2.61323
0.652462	2.61323
0.894034	1.79858
0.985625	1.51412
-0.129858	3.93311
-0.129858	3.93311
-0.281255	3.69577
0.438879	3.2992
0.438879	3.2992
0.438879	3.2992
0.438879	3.2992
1.65708	0.256757
1.38952	0.580147
0.737157	2.32308
-0.440708	3.2939
-0.440708	3.2939
-0.440708	3.2939
-0.440708	3.2939
-0.440708	3.2939
-0.350157	3.53843
-0.350157	3.53843
-0.350157	3.53843
0.0240954	3.99768
-0.244561	3.76777
-0.315807	3.62031
0.974093	1.54873
0.619071	2.72657
0.565725	2.90446
-1.00297	1.46279
-1.00297	1.46279
-1.00297	1.46279
-0.651354	2.61701
0.318881	3.61326
0.318881	3.61326
-1.06628	1.28317
-1.14503	1.0781
-1.30735	0.724065
-1.30735	0.724065
-1.30735	0.724065
-1.30735	0.724065
-1.30735	0.724065
-0.290152	3.67703
-0.290152	3.67703
-0.290152	3.67703
-0.290152	3.67703
0.00680716	3.99981
0.0424678	3.99279
0.90029	1.7785
0.286667	3.68443
0.286667	3.68443
-1.06534	1.28576
0.08724	3.96967
-0.263392	3.73191
0.044191	3.9922
0.044191	3.9922
-0.804944	2.0925
-0.487215	3.15477
-0.487215	3.15477
-0.487215	3.15477
-0.0911823	3.96688
-0.0911823	3.96688
1.28168	0.773833
1.28168	0.773833
0.223877	3.80446
0.404542	3.39614
0.404542	3.39614
0.404542	3.39614
0.404542	3.39614
0.632414	2.68142
0.661869	2.58112
0.661869	2.58112
-0.26397	3.73077
0.336315	3.57222
-0.513526	3.07279
0.787482	2.1515
1.08608	1.22965
1.08608	1.22965
0.0480349	3.99078
-0.694057	2.47089
-0.694057	2.47089
-0.11132	3.95074
1.13387	1.10587
1.13387	1.10587
0.377559	3.46857
0.377559	3.46857
0.694199	2.47041
0.564072	2.90989
0.87774	1.85126
0.536388	2.99991
1.52381	0.392308
1.34744	0.650969
1.27989	0.777378
0.665061	2.57021
0.665061	2.57021
0.902391	1.77178
0.902391	1.77178
0.902391	1.77178
-0.559802	2.92389
-0.559802	2.92389
-0.559802	2.92389
-0.0440458	3.99225
-0.0440458	3.99225
-0.0440458	3.99225
-0.148053	3.91328
-0.148053	3.91328
-0.625079	2.70627
0.51568	3.06598
-0.335483	3.57422
0.265685	3.72738
-0.0501837	3.98994
0.319081	3.6128
0.319081	3.6128
-0.0803443	3.97426
0.604379	2.77603
0.604379	2.77603
-0.744068	2.29942
0.818131	2.04819
-0.210747	3.82623
-0.210747	3.82623
0.700082	2.45022
0.388505	3.43961
-0.377122	3.46972
-0.377122	3.46972
0.108838	3.9529
0.651878	2.61522
0.651878	2.61522
0.790813	2.14022
0.790813	2.14022
0.790813	2.14022
0.790813	2.14022
1.26054	0.816551
1.26054	0.816551
1.30489	0.728743
1.30489	0.728743
0.444814	3.28194
-0.913347	1.73688
-0.112773	3.94945
-0.112773	3.94945
-0.112773	3.94945
-0.112773	3.94945
-0.662148	2.58017
-0.836191	1.9879
-0.937288	1.66161
-0.380584	3.46063
-0.716542	2.39375
0.757583	2.25323
0.691035	2.48126
-0.0929373	3.9656
-0.0929373	3.9656
-0.0929373	3.9656
0.538026	2.99464
-0.521992	3.04597
-0.521992	3.04597
-0.17606	3.87791
-0.17606	3.87791
0.314352	3.62363
-0.554806	2.94022
0.866666	1.88737
-0.590395	2.8228
-0.620488	2.72179
0.473197	3.19753
0.473197	3.19753
0.473197	3.19753
-0.370989	3.48567
-0.370989	3.48567
0.39249	3.42892
0.39249	3.42892
0.186361	3.86346
0.186361	3.86346
0.729874	2.34803
0.729874	2.34803
0.729874	2.34803
1.10176	1.18817
1.10176	1.18817
1.10176	1.18817
1.74957	0.187367
0.539899	2.9886
0.539899	2.9886
0.539899	2.9886
-0.697453	2.45924
0.375193	3.47476
-0.861005	1.90592
-0.861005	1.90592
-0.861005	1.90592
-0.861005	1.90592
-0.861005	1.90592
-1.60939	0.300041
-1.60939	0.300041
-0.98223	1.52428
-0.20819	3.83033
-0.20819	3.83033
0.597022	2.80067
0.549833	2.95642
0.514389	3.07006
-0.107678	3.95389
-1.46158	0.472408
-0.901123	1.77584
-0.867984	1.88306
-0.867984	1.88306
-0.867984	1.88306
-0.411695	3.37637
-0.0456884	3.99166
0.507992	3.09021
0.507992	3.09021
0.507992	3.09021
0.397441	3.41554
0.397441	3.41554
0.852618	1.93351
-0.107906	3.95369
-0.107906	3.95369
-0.107906	3.95369
0.135883	3.92682
0.135883	3.92682
-0.309556	3.63449
-0.840635	1.97314
-0.322044	3.60594
-0.128966	3.93402
-0.128966	3.93402
-0.690934	2.4816
0.785914	2.15682
0.785914	2.15682
-0.664241	2.57302
-0.696046	2.46407
-0.982533	1.52337
-0.982533	1.52337
-0.982533	1.52337
-1.37085	0.610836
-0.463037	3.22809
0.343111	3.55576
0.343111	3.55576
0.238805	3.77827
0.238805	3.77827
0.238805	3.77827
-0.196987	3.84776
-0.196987	3.84776
-0.208674	3.82956
-0.208674	3.82956
0.85095	1.93901
1.55433	0.357131
1.08507	1.23234
-0.412182	3.37502
-0.412182	3.37502
0.409888	3.38139
0.409888	3.38139
0.409888	3.38139
0.409888	3.38139
-0.865692	1.89056
-0.865692	1.89056
