#   N_BLOCK:  ACCEPTANCE:
1	0.9988
2	0.9972
3	0.9991
4	0.9973
5	0.9944
6	0.9906
7	0.9847
8	0.9788
9	0.973
10	0.9607
11	0.9409
12	0.9322
13	0.905
14	0.987
15	1
16	1
17	1
18	1
19	1
20	1
