# x	|psi(x)|^2
-0.494777	1.45778
-0.714013	1.41635
-1.00582	1.28539
0.00785846	1.47152
0.00785846	1.47152
-0.977266	1.30265
-0.902551	1.34315
-1.94124	0.429491
-1.94124	0.429491
-1.94124	0.429491
-1.94124	0.429491
-1.94124	0.429491
0.0196538	1.47152
1.19591	1.14644
1.19591	1.14644
-0.482289	1.45907
-0.470268	1.46023
-0.470268	1.46023
0.159872	1.47136
-0.434604	1.46321
-1.70824	0.645974
-1.81045	0.546617
-0.0366332	1.47152
-0.0366332	1.47152
0.977727	1.30238
-0.51486	1.4555
-0.51486	1.4555
0.480456	1.45925
0.199247	1.47114
0.199247	1.47114
0.199247	1.47114
1.25198	1.09822
-0.671269	1.42766
1.36059	0.997429
0.495055	1.45775
0.495055	1.45775
0.852437	1.36656
-0.0358816	1.47152
-0.0358816	1.47152
0.769576	1.39888
0.769576	1.39888
-0.831184	1.37559
-0.831184	1.37559
-0.831184	1.37559
0.341086	1.4683
0.627541	1.43745
0.627541	1.43745
-1.4964	0.861955
-0.930217	1.32894
-0.35506	1.46775
-2.13502	0.283509
-2.13502	0.283509
-2.13502	0.283509
-2.13502	0.283509
-1.63098	0.724013
-1.30083	1.05397
-1.30083	1.05397
-1.30083	1.05397
-1.62192	0.733274
-1.62192	0.733274
-0.362695	1.46742
-0.355426	1.46774
-0.49526	1.45773
1.33783	1.01924
1.33783	1.01924
1.33783	1.01924
0.46218	1.46096
0.46218	1.46096
-1.35522	1.0026
-1.35522	1.0026
0.877941	1.35502
1.4919	0.866547
1.49583	0.862532
1.49583	0.862532
1.49583	0.862532
0.875005	1.35638
-0.598988	1.44295
-0.598988	1.44295
0.832846	1.37491
0.832846	1.37491
0.832846	1.37491
0.178499	1.47127
0.178499	1.47127
-1.00735	1.28444
-1.00735	1.28444
-0.367636	1.4672
-0.592092	1.44418
0.884761	1.3518
0.126418	1.47146
-0.886773	1.35084
0.460213	1.46114
-1.42523	0.933879
0.677086	1.42622
0.139393	1.47143
0.139393	1.47143
1.32128	1.03489
0.488805	1.45841
0.395195	1.46578
0.395195	1.46578
1.15159	1.18239
1.15159	1.18239
1.15159	1.18239
1.15159	1.18239
-0.697899	1.42082
-0.697899	1.42082
-0.0743294	1.47151
-0.215988	1.47099
-0.215988	1.47099
-0.215988	1.47099
-0.215988	1.47099
-0.215988	1.47099
-0.509639	1.45612
1.55466	0.802258
1.55466	0.802258
1.55466	0.802258
1.55466	0.802258
0.637713	1.43533
0.637713	1.43533
0.637713	1.43533
0.637713	1.43533
-0.83782	1.37283
-1.05091	1.25615
-0.862591	1.36205
-1.03132	1.26915
-1.03132	1.26915
0.399642	1.46553
0.399642	1.46553
0.00983236	1.47152
0.00983236	1.47152
-0.766032	1.40009
-0.35333	1.46782
0.41072	1.46485
0.41072	1.46485
-0.868481	1.35939
-1.04813	1.25802
-1.04813	1.25802
-1.79607	0.560237
0.497837	1.45745
0.497837	1.45745
0.497837	1.45745
0.41277	1.46472
0.500693	1.45713
0.500693	1.45713
0.500693	1.45713
0.401002	1.46545
-0.937085	1.32527
-1.7724	0.582936
-1.26766	1.08423
-1.26766	1.08423
0.43371	1.46327
0.43371	1.46327
0.37571	1.46681
0.37571	1.46681
0.895805	1.34647
1.39208	0.96673
1.39208	0.96673
-0.736335	1.40972
-0.748543	1.40588
-1.1394	1.19192
1.31253	1.04309
1.50552	0.85264
1.48017	0.878482
0.024616	1.47152
-1.86946	0.492157
-0.709565	1.41761
0.0689035	1.47151
1.02873	1.27083
0.356885	1.46767
0.82259	1.3791
-0.367703	1.4672
-0.367703	1.4672
0.347494	1.46806
0.944044	1.32149
0.246325	1.47063
0.246325	1.47063
0.246325	1.47063
-1.11811	1.20817
-0.302028	1.46953
-0.302028	1.46953
-0.302028	1.46953
-0.302028	1.46953
2.04291	0.348425
-0.249187	1.47059
-1.44171	0.917372
-1.25345	1.09692
-2.15757	0.268903
-2.15757	0.268903
-2.15757	0.268903
-2.15757	0.268903
-1.95143	0.420949
-0.741211	1.4082
1.22975	1.11768
0.622878	1.4384
-0.573301	1.44734
1.0038	1.28664
1.0038	1.28664
2.52245	0.0997585
-0.134841	1.47144
-0.790993	1.39127
0.131012	1.47145
0.474808	1.4598
0.873953	1.35687
0.367159	1.46722
-1.93832	0.431954
-1.57301	0.783417
-1.57301	0.783417
-1.57301	0.783417
0.689057	1.42317
-0.72282	1.41379
-0.753176	1.40438
-0.753176	1.40438
-0.428817	1.46363
0.0203581	1.47152
0.875684	1.35607
-0.0187522	1.47152
0.740859	1.40831
0.740859	1.40831
2.21141	0.236062
2.21141	0.236062
1.64352	0.71124
1.64352	0.71124
1.40558	0.95342
1.40558	0.95342
1.12497	1.20299
-0.692106	1.42237
0.14457	1.47141
0.14457	1.47141
1.28957	1.06434
