# x	|psi(x)|^2
0.565004	1.11558
-0.364978	2.34775
-0.364978	2.34775
-0.364978	2.34775
-0.364978	2.34775
0.272495	2.97213
-0.018608	3.99446
-0.018608	3.99446
-0.104091	3.83034
-0.104091	3.83034
-0.104091	3.83034
-0.104091	3.83034
-0.104091	3.83034
-0.104091	3.83034
-0.104091	3.83034
0.0147891	3.9965
0.0147891	3.9965
0.0147891	3.9965
0.438376	1.85447
0.497244	1.48778
-0.596327	0.964514
0.0572762	3.94785
0.0572762	3.94785
0.0572762	3.94785
0.0572762	3.94785
0.0572762	3.94785
0.0572762	3.94785
0.0572762	3.94785
0.0572762	3.94785
0.0572762	3.94785
0.0572762	3.94785
-0.0247958	3.99017
-0.0247958	3.99017
-0.0247958	3.99017
-0.0247958	3.99017
-0.0247958	3.99017
-0.0247958	3.99017
-0.540305	1.24431
-0.585351	1.01587
-0.585351	1.01587
-0.585351	1.01587
-0.585351	1.01587
-0.224981	3.26686
-0.224981	3.26686
-0.224981	3.26686
-0.224981	3.26686
-0.224981	3.26686
0.00580125	3.99946
0.00580125	3.99946
0.00580125	3.99946
0.00580125	3.99946
0.00580125	3.99946
0.00580125	3.99946
0.00580125	3.99946
0.00580125	3.99946
0.00580125	3.99946
0.00580125	3.99946
0.00580125	3.99946
0.00580125	3.99946
0.00580125	3.99946
0.00580125	3.99946
0.189678	3.46386
0.790864	0.327728
0.0815321	3.89504
0.0815321	3.89504
0.0815321	3.89504
0.0815321	3.89504
-0.537261	1.26074
0.423986	1.94885
0.345902	2.47862
0.33471	2.5553
0.570137	1.08988
-0.695109	0.579025
-0.695109	0.579025
-0.695109	0.579025
-0.695109	0.579025
-0.695109	0.579025
0.0554959	3.95103
0.0113386	3.99794
0.0113386	3.99794
0.0113386	3.99794
0.0113386	3.99794
0.0113386	3.99794
0.0113386	3.99794
0.0113386	3.99794
0.0113386	3.99794
0.0113386	3.99794
0.263202	3.03191
0.263202	3.03191
0.263202	3.03191
0.263202	3.03191
0.263202	3.03191
-0.428085	1.92181
0.441826	1.83208
0.498199	1.48214
0.498199	1.48214
0.498199	1.48214
0.498199	1.48214
0.797283	0.314634
0.797283	0.314634
0.797283	0.314634
-0.302333	2.77506
-0.302333	2.77506
-0.302333	2.77506
-0.181935	3.50396
-0.181935	3.50396
-0.181935	3.50396
-0.074664	3.91179
-0.074664	3.91179
-0.074664	3.91179
-0.074664	3.91179
-0.074664	3.91179
-0.074664	3.91179
0.297501	2.80742
0.297501	2.80742
0.297501	2.80742
0.297501	2.80742
0.145088	3.67698
0.145088	3.67698
0.145088	3.67698
0.302505	2.77391
0.302505	2.77391
0.302505	2.77391
0.302505	2.77391
0.302505	2.77391
0.302505	2.77391
-0.330657	2.58301
0.131191	3.73389
0.131191	3.73389
0.131191	3.73389
-0.379852	2.24599
-0.417192	1.99391
-0.319306	2.66038
-0.319306	2.66038
-0.319306	2.66038
