# x	|psi(x)|^2
-1.23457	0.586278
-1.23457	0.586278
-1.14313	0.717176
1.02914	0.872818
0.0158938	0.905761
1.50123	0.25854
-0.694775	1.1253
-0.694775	1.1253
0.517786	1.10028
0.802665	1.08797
0.802665	1.08797
-0.441705	1.06701
0.383935	1.03754
0.383935	1.03754
0.383935	1.03754
0.464479	1.07784
0.431867	1.06216
-0.115776	0.92009
0.766948	1.10529
0.857854	1.05155
0.585058	1.12038
0.234971	0.96231
0.234971	0.96231
0.885342	1.02918
0.885342	1.02918
1.335	0.448647
1.335	0.448647
0.854355	1.0542
-0.0473419	0.90796
0.786562	1.09639
-0.947043	0.969503
-0.943248	0.973526
-0.943248	0.973526
1.23148	0.590678
0.586755	1.12074
1.01719	0.887919
1.01719	0.887919
1.01719	0.887919
1.01719	0.887919
1.01719	0.887919
0.253847	0.970944
0.253847	0.970944
1.03937	0.859668
0.795755	1.09171
0.524089	1.10259
-1.15188	0.704685
0.614195	1.12543
0.614195	1.12543
-1.11388	0.75859
-1.11388	0.75859
-1.28624	0.514005
0.368146	1.02921
-0.0822821	0.912925
-0.0822821	0.912925
0.44051	1.06643
-0.548656	1.11083
-0.548656	1.11083
-0.548656	1.11083
1.64826	0.141667
-0.551142	1.11159
0.807083	1.08548
-0.814448	1.08117
0.588312	1.12106
0.686002	1.1264
0.686002	1.1264
1.83253	0.0572297
-0.199463	0.947324
-0.142601	0.927441
-0.142601	0.927441
-1.01392	0.892006
-1.01392	0.892006
-1.01392	0.892006
-1.01392	0.892006
-1.01392	0.892006
-1.01392	0.892006
1.18586	0.65595
-0.578603	1.11894
0.669588	1.12772
0.584286	1.12021
0.584286	1.12021
0.579695	1.11919
1.11554	0.756249
0.728646	1.11837
0.728646	1.11837
-0.477659	1.0838
0.611751	1.1251
0.990639	0.920308
-0.429517	1.06099
-1.36826	0.406191
-0.564031	1.11527
0.354472	1.02198
0.413831	1.05306
1.05645	0.837242
0.485999	1.08745
0.485999	1.08745
0.682671	1.12674
0.682671	1.12674
-0.425365	1.05891
-0.362369	1.02616
-0.362369	1.02616
0.227943	0.959207
0.227943	0.959207
1.16709	0.682896
1.16709	0.682896
1.26906	0.537761
1.15846	0.695269
1.15846	0.695269
1.15846	0.695269
-0.844618	1.06134
0.854913	1.05378
-0.516352	1.09974
0.226784	0.958702
1.03943	0.859589
0.582759	1.11988
0.582759	1.11988
-0.686809	1.12631
-0.686809	1.12631
-0.686809	1.12631
-0.686809	1.12631
-0.686809	1.12631
-0.686809	1.12631
-0.832544	1.06969
0.762846	1.10696
0.762846	1.10696
-1.36119	0.415057
-1.36119	0.415057
-1.36119	0.415057
-0.177788	0.939099
-0.177788	0.939099
0.504106	1.09498
0.504106	1.09498
0.612437	1.12519
0.612437	1.12519
0.283321	0.985182
0.283321	0.985182
-0.324783	1.00636
-0.795816	1.09167
-0.795816	1.09167
-0.795816	1.09167
0.336842	1.01268
-1.14018	0.721384
0.558765	1.11382
0.558765	1.11382
0.558765	1.11382
0.558765	1.11382
-0.83693	1.06672
-0.83693	1.06672
-0.83693	1.06672
-0.83693	1.06672
-0.83693	1.06672
0.517769	1.10027
0.517769	1.10027
-0.209592	0.951417
-0.209592	0.951417
0.517708	1.10025
0.517708	1.10025
1.03516	0.8651
-0.381677	1.03635
-0.381677	1.03635
-1.73856	0.0928106
-0.89837	1.01764
0.788343	1.09551
0.788343	1.09551
0.788343	1.09551
0.788343	1.09551
0.788343	1.09551
0.788343	1.09551
0.788343	1.09551
0.788343	1.09551
0.788343	1.09551
0.788343	1.09551
0.788343	1.09551
0.788343	1.09551
-1.05609	0.837726
-0.565532	1.11568
0.157564	0.93213
0.133238	0.924718
0.0866862	0.913735
0.991286	0.919539
0.991286	0.919539
-0.607598	1.1245
-0.607598	1.1245
0.657729	1.12809
0.936533	0.980538
-0.0792332	0.912388
0.680073	1.12699
0.680073	1.12699
0.873125	1.03946
0.00153116	0.905484
0.855423	1.0534
-0.00165552	0.905484
0.568809	1.11653
0.477039	1.08353
0.477039	1.08353
0.477039	1.08353
-1.55099	0.213476
-1.15892	0.694617
-1.15892	0.694617
-1.15892	0.694617
-1.15892	0.694617
0.453931	1.0729
0.453931	1.0729
0.453931	1.0729
1.579	0.19062
1.579	0.19062
1.579	0.19062
1.579	0.19062
1.579	0.19062
1.579	0.19062
1.579	0.19062
1.579	0.19062
1.579	0.19062
1.14682	0.71191
-1.04255	0.855531
-0.997683	0.911882
-0.997683	0.911882
-0.997683	0.911882
-0.997683	0.911882
-0.556463	1.11316
-0.698584	1.12473
0.67829	1.12714
0.67829	1.12714
0.67829	1.12714
0.67829	1.12714
0.744832	1.11353
0.744832	1.11353
0.321649	1.00472
0.321649	1.00472
0.321649	1.00472
0.321649	1.00472
-0.611717	1.12509
-0.386395	1.03883
1.12488	0.743081
0.561514	1.11459
0.561514	1.11459
0.561514	1.11459
-1.13829	0.724062
-0.913554	1.00345
-0.913554	1.00345
1.14864	0.709308
1.3945	0.374108
1.3945	0.374108
-0.55189	1.11181
-0.55189	1.11181
1.02157	0.882427
0.710273	1.12266
0.43306	1.06275
0.43306	1.06275
-0.722967	1.11983
-1.36969	0.404408
-0.265006	0.976235
-0.265006	0.976235
-0.849873	1.05753
-1.03356	0.86716
-1.07332	0.814603
-1.07332	0.814603
-1.07332	0.814603
-1.07332	0.814603
-0.19872	0.947029
-1.23386	0.587287
-0.275341	0.981247
-0.275341	0.981247
1.71324	0.104927
1.67611	0.12489
1.67611	0.12489
1.67611	0.12489
1.03801	0.861421
-0.317183	1.0024
-0.317183	1.0024
-0.544133	1.10941
-0.0441933	0.907642
-0.0441933	0.907642
-0.873034	1.03954
-0.0272796	0.906306
0.235902	0.962726
0.47799	1.08395
0.47799	1.08395
0.759745	1.10818
-0.616397	1.12571
-0.616397	1.12571
-0.616397	1.12571
-0.658626	1.12808
-0.658626	1.12808
-0.231967	0.960976
-0.94267	0.974136
-0.94267	0.974136
0.399837	1.04585
0.622203	1.12637
0.622203	1.12637
0.622203	1.12637
0.622203	1.12637
0.622203	1.12637
-0.94801	0.96847
-0.94801	0.96847
-0.94801	0.96847
-0.77993	1.09957
0.136451	0.925634
-0.387085	1.03919
0.624743	1.12663
1.4551	0.305412
1.4551	0.305412
1.27736	0.526238
1.27736	0.526238
-0.0542822	0.908737
0.347624	1.01836
0.332336	1.01031
0.409502	1.05084
0.409502	1.05084
0.409502	1.05084
0.409502	1.05084
0.366296	1.02823
0.864143	1.04668
0.864143	1.04668
0.864143	1.04668
1.25945	0.551178
-0.691194	1.12578
-0.691194	1.12578
-0.691194	1.12578
0.711282	1.12246
-0.935492	0.981613
-0.987551	0.923963
-0.987551	0.923963
0.759534	1.10826
0.759534	1.10826
-0.977458	0.935734
-0.977458	0.935734
-0.977458	0.935734
0.0492686	0.908165
0.0492686	0.908165
0.0492686	0.908165
-0.951535	0.964684
-0.0790466	0.912356
0.532199	1.10546
0.497935	1.09247
0.497935	1.09247
0.497935	1.09247
0.497935	1.09247
0.327155	1.0076
0.69904	1.12466
0.69904	1.12466
-0.885077	1.02941
