1	2.94118	2.94118	0
2	3.14961	3.04539	0.104215
3	2.77778	2.95619	0.1076
4	3.50877	3.09433	0.157713
5	2.91971	3.05941	0.127058
6	3.125	3.07034	0.104317
7	3.33333	3.10791	0.0958352
8	3.07692	3.10404	0.083086
9	2.94118	3.08594	0.0754763
10	2.96296	3.07364	0.0686191
11	3.50877	3.1132	0.0736019
12	2.7027	3.07899	0.075396
13	2.66667	3.04728	0.0762628
14	2.85714	3.03369	0.0718999
15	3.22581	3.0465	0.0681494
16	3.14961	3.05295	0.0640728
17	3.00752	3.05027	0.0602452
18	3.33333	3.066	0.0589364
19	3.36134	3.08154	0.0578749
20	2.73973	3.06445	0.0575035
21	3.36134	3.07859	0.0564943
22	2.94118	3.07234	0.0542261
23	3.44828	3.08869	0.0543317
24	3.00752	3.08531	0.0521285
25	3.14961	3.08788	0.050066
26	3.10078	3.08838	0.0481044
27	3.33333	3.09745	0.0471692
28	3.33333	3.10587	0.0462275
29	2.72109	3.0926	0.0465366
30	3.125	3.09368	0.0449716
31	3.27869	3.09965	0.0439042
32	3.07692	3.09894	0.042516
33	3.47826	3.11044	0.0427806
34	3.36134	3.11782	0.0421543
35	2.8169	3.10922	0.0418254
36	2.7027	3.09793	0.0421863
37	3.38983	3.10582	0.0417819
38	3.7037	3.12155	0.0436051
39	2.7972	3.11323	0.0432789
40	3.2	3.1154	0.0422388
41	3.2	3.11747	0.0412473
42	3.27869	3.1213	0.0404359
43	3.92157	3.13991	0.0436506
44	3.36134	3.14495	0.0429429
45	2.64901	3.13393	0.0434004
46	3.22581	3.13592	0.0424934
47	3.22581	3.13784	0.0416234
48	3.2	3.13913	0.0407676
49	3.14961	3.13934	0.0399275
50	2.85714	3.1337	0.0395258
51	3.10078	3.13306	0.0387484
52	3.4188	3.13855	0.0383913
53	3.14961	3.13876	0.0376605
54	3.38983	3.14341	0.0372479
55	3.77358	3.15487	0.0383175
56	2.94118	3.15105	0.03782
57	2.8169	3.14519	0.0376103
58	3.30579	3.14796	0.0370597
59	3.22581	3.14928	0.0364501
60	2.77778	3.14308	0.0363684
61	3.1746	3.1436	0.0357709
62	2.85714	3.13898	0.0354913
63	3.0303	3.13726	0.0349659
64	3.10078	3.13669	0.03442
65	3.27869	3.13887	0.0339567
66	3.30579	3.1414	0.0335337
67	3.10078	3.14079	0.033035
68	3.44828	3.14532	0.0328582
69	3.25203	3.14686	0.0324154
70	3.07692	3.14586	0.0319646
71	3.05344	3.14456	0.031538
72	3.2	3.14533	0.0311064
73	3.14961	3.14539	0.0306774
74	3.10078	3.14479	0.030266
75	2.98507	3.14266	0.0299356
76	3.05344	3.14148	0.0295624
77	2.91971	3.1386	0.0293178
78	3.10078	3.13812	0.0289435
79	3.4188	3.14167	0.0287948
80	3.6036	3.14745	0.029013
81	2.8777	3.14411	0.0288455
82	3.125	3.14388	0.0284925
83	3.38983	3.14684	0.0283027
84	3.27869	3.14841	0.0280077
85	3.22581	3.14933	0.0276912
86	2.89855	3.14641	0.0275222
87	2.96296	3.1443	0.0272856
88	2.38095	3.13563	0.0283343
89	3.47826	3.13948	0.0282774
90	3.30579	3.14132	0.0280224
91	3.57143	3.14605	0.0281129
92	3.4188	3.14901	0.0279633
93	3.14961	3.14902	0.027661
94	2.98507	3.14728	0.0274207
95	3.27869	3.14866	0.0271657
96	2.63158	3.14327	0.0274156
97	3.38983	3.14582	0.0272503
98	2.98507	3.14418	0.0270206
99	3.27869	3.14553	0.0267808
100	3.00752	3.14415	0.0265475
